"Mês";"Ano";"IBGE2";"População";"População dos 50 + Populosos";"Área Geográfica";"Educação";"Patrimônio Cultural";"Receita Própria";"Cota Mínima";"Mineradores";"Saúde per capita";"VAF";"Esportes";"Turismo";"Penitenciárias";"Recursos Hídricos";"Produção de Alimentos";"Unidades de Conservação (IC i)";"Saneamento";"Mata Seca";"Meio Ambiente";"PSF";"ICMS Solidário";"Índice Mínimo per capita";"Índice de participação";"Compensações";"Valor Líquido + Compensações"
"Março";"2020";2400;23724,1016605073;0;5986,976018647;28437,9435807546;19313,5844756373;14444,9208282134;63472,9713604066;0;6485,11433561772;320227,696760139;413,499771144198;0;1252,46526055881;0;19114,7588292377;29684,6056092021;10113,0889983427;0;39793,7148380841;15628,28143921;40730,2117170252;0;599026,198719512;1553,06;600579,258719512
"Março";"2020";2410;88578,6136418191;0;15265,3228610871;76285,1274924549;12777,8326930669;56739,4715522289;63469,5615932637;31,0839685280226;6479,07654021986;494466,247648241;0;0;0;0;8570,88225639611;0;0;0;0;29518,5013442785;152074,280360958;204235,466770077;1208491,50181447;16606,44;1225097,94181447
"Março";"2020";2420;31327,7952942341;0;5462,36692673327;32579,7359076033;19426,1438769762;21238,9813279684;63472,8246236201;129,508428014243;7435,12944250763;306248,185208671;0;4440,26074580292;0;0;17650,2800702796;6158,0064637272;0;0;6157,39066308084;12155,301907588;53784,4489633879;0;581508,395395709;1781,75;583290,145395709
"Março";"2020";2430;39712,1997649888;0;31501,5127962119;32119,9795140679;1022,65917816988;13964,0900254102;63496,4192059229;0;5414,41845499282;142469,091158294;0;0;0;0;31855,1834287636;16164,0309264058;0;23366,3796634121;39552,1605663887;20845,4063404428;68179,032754246;0;490132,120333921;-71137,37;418994,750333921
"Março";"2020";2440;5891,07549046079;0;4435,43487522492;29259,7048699626;14158,3939808006;12132,7829745889;63472,0512570318;0;17133,5199846647;110462,837613936;58,1475623986188;0;0;0;7057,35582518274;1979,29067336903;10112,9423991349;0;12091,0238491967;1736,45054353819;10113,9657636383;0;288002,719756628;1617,65;289620,369756628
"Março";"2020";2450;14255,9874830066;0;4086,9387099217;0;15169,7154192434;27168,9076440825;63473,7803707517;0;8932,69859928015;268488,70071327;0;3650,93603109361;0;0;12882,5431719793;63,3330738957488;0;0;63,3267405883592;1736,49784814548;24475,0843141389;0;444385,093562584;-42,07;444343,023562584
"Março";"2020";2460;2941,8512444077;0;2206,78922719929;0;7309,40619724319;4624,45994518339;63473,7810478718;0;23383,0541542443;21101,3065984161;0;0;0;0;1300,20881757754;0;10113,2180050872;0;10112,2066832867;1736,49786666994;5050,65379247568;0;143240,192596056;-3,01;143237,182596056
"Março";"2020";2470;4394,57079715493;0;10689,8588317279;0;9865,14265121826;13674,34737456;63473,781185386;0;13833,8475857513;83125,5101372437;101,761007614404;1369,1010292314;0;0;6769,44960514342;0;0;0;0;3472,99574086403;7544,72399144781;0;218315,064384265;799,94;219115,004384265
"Março";"2020";2480;10017,1099676069;0;13734,4693056398;0;14931,4069922316;15448,0483506147;63473,7794961053;0,16538266358018;11485,1127241752;607052,924521875;0;0;0;2471,69100682714;14300,0223879694;0;0;0;0;3472,9956484343;17197,6589719531;0;773585,382703284;-11,75;773573,632703284
"Março";"2020";2490;14156,4063271489;0;5195,89441410172;33180,4016955035;1022,2664414962;9213,57460761784;63472,034373711;9,1538756334162;5731,92909981497;95992,4135748282;0;0;1037,49093346852;0;30467,1791170144;21388,8273504489;10112,9397091313;0;31498,6168828742;8682,25040824519;24304,1205567266;0;323963,720849784;1817,27;325780,990849784
"Março";"2020";2500;4912,94027645641;0;1724,56413111253;24045,3768108145;0;11891,0903182094;63471,3281526399;0;14369,3589161119;24124,2599768823;0;0;0;0;651,155416538456;0;10112,8271875904;0;10111,8159048716;3472,86152210283;8434,67544005166;0;167209,393812741;1334,29;168543,683812741
"Março";"2020";2510;45483,806670118;0;4058,2507414889;0;19093,0545636518;37206,5898829373;63473,7796776114;4,77050232143641;27413,3480151176;17317979,5131318;365,047415469117;986,739457087839;1154,8710285822;0;6706,42036461631;24527,6399830066;0;0;24525,1872190083;26047,4674377411;0;0;17574498,8538278;-13,38;17574485,4738278
